Name	In_TC1	In_TC4	In_TC6	In_TC8	QY1	QY2	QY4	QY5
4-methoxy-N-[2-(4-methoxyphenoxy)-5-(trifluoromethyl)phenyl]benzamide	1127566.762	514724.0589	1295312.456	379518.1444	1178592.072	1217003.367	3264252.111	2254263.441
gamma-Glutamylcysteine	8140540.225	4379852.838	16490043.72	10966865.22	630219.8324	563128.8348	425796.5896	284202.8771
N-(2-hydroxyphenyl)acetamide	15583128.05	4581946.836	39035059	17850232.72	8214620.849	12220202.28	21631297.6	9013837.837
indoline-2-carboxylic acid	6640523.948	22700229.21	107541711.9	73000855.12	259333191	112933429.8	55124550.23	84544356.89
Triacanthine	36989955.18	9896187.933	38900200.59	16263411.2	18093223.1	10271887.77	16753689.07	4077204.298
PEtOH (20:0-22:6)	4798310.272	10972063.36	2521161.513	5599265.09	189037.1139	186567.5428	95203.76491	94962.05202
Senkyunolide A	4865669.832	2603625.477	38842767.11	14877423.46	8921680.297	5359291.924	6156151.373	2384232.172
HLK	25435835.82	21957563.91	1546543.993	2580673.841	958730.7913	948888.7667	624581.753	989065.8606
2-Isopropylmalic acid	9853083.696	4625738.028	16286314.08	7046046.903	5758921.989	2869144.896	3233617.108	2272462.273
(5Z)-3-aminonon-5-enoic acid	1694688.42	1058322.361	3037200.936	1316402.859	51675321.1	2633648.288	8904924.357	9193485.944
N-Acetyl-D-tryptophan	26450293.97	4883768.903	38664713.01	24942648.96	2595226.128	2001949.45	1407600.911	697820.3385
Succinic acid	343768174.9	48092542.15	608206392	572456561.9	796633145.6	247509870.6	364754389.4	797000689.7
15-OxoEDE	4098537.314	1066956.754	16143810.65	3281963.978	219278.3705	269763.6435	337714.0773	340032.5136
1-[4-(1-adamantyl)phenoxy]-3-piperidinopropan-2-ol hydrochloride	43898439.89	15217538.32	8749012.536	19031876.32	1800419.454	1198576.18	1146272.989	634992.3842
Hydroxytriazolam	4767993.859	545900.6254	1473122.945	1185457.889	5335201.898	6872892.089	7149018.561	4764449.767
(R)-3-Hydroxy myristic acid	6396366.775	4282377.866	5978187.459	6545831.564	3411758.168	1404957.464	12777148.74	7618931.904
3-Ureidopropionic acid	8954036.006	5139205.934	2730615.888	4133801.549	2572124.543	2463729.847	2176683.702	1485662.579
PC (22:4e/2:0)	7852892.732	21694087.76	671556.8303	544943.325	228547.2321	215969.6606	367303.1114	762836.2026
Docosatrienoic Acid	35964128.3	126063762.2	16679554.28	257513150.3	611766.2164	1377586.283	1314018.505	3949862.391
3-(4-hydroxy-3-methoxyphenyl)propanoic acid	12365016.08	5001432.7	18041878.9	11157068.79	11694643.59	16201970.54	4930636.922	6486589.456
ACar 16:1	6368278.445	21437481.84	9264319.563	8069343.739	5006104.603	2070449.821	7145009.73	6081860.433
3-anilino-5-(4-chlorophenyl)cyclohex-2-en-1-one	826628.958	1255887.629	2163690.135	1080390.899	3382030.898	6733787.571	2924007.911	870940.1941
O-Acetylserine	220279390.2	79343153.9	263664845.8	254201671	24211548.59	9426576.218	63264754.33	76235749.11
Guanine	86531482.8	22650237.83	693681979	28565025.33	3274382.867	2148990.159	284384885	4622082.317
Cinnamic acid	27531721.18	10756993.09	18529198.82	46061016.47	64659633.74	29428037.28	63375249.62	12185530.55
EMK	29331408.27	5852955.613	37585965.19	10533909.34	1437421.92	1388118.979	740647.0992	1049629.227
1-Methyladenosine	265514273.8	178343958.1	11661999.26	95097452.3	1563969.388	1864270.476	2095688.864	2422835.227
Dihydrokawain	2255436.027	1339210.837	4557204.419	2227344.995	49738905.56	12446387.27	5745095.727	4242727.952
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid"	20136866.52	9582651.049	18737116.09	24763548.61	19389791.01	8724209.223	17068130.58	43159704.38
"2-Amino-1,3,4-octadecanetriol"	4795247.067	4898163.377	4733825.968	2849406.171	9908059.667	31327970.55	61910945.49	6951831.689
Homogentisic Acid	643370.5333	323832.5754	859975.6048	511724.8439	1564385.757	4692123.039	1567658.303	1063207.744
DL-5-Methoxytryptophan	27573192.65	13386684.67	25965292.09	32804107.45	2731968.928	6749787.965	1984321.302	5771008.959
Cannabidivarin	1601982.388	1536905.051	1636267.163	2253621.862	22131298.74	29129491.76	1880707.158	1435596.955
L-Anserine (beta-alanyl-N-methylhistidine) (nitrate salt)	9364516.627	20638921.48	5832992.112	4046035.243	5187731.159	11997732.58	1358579.407	5052961.138
Uracil	596459382	250971272	475515385.1	591892556.5	40240575.64	25020838.4	195939907.2	45705343.68
3-Amino-4-methylpentanoic acid	8211018020	5028817595	4352428185	6115431237	426497953.4	616530650.2	2590851998	683771346.8
19(R)-hydroxy Prostaglandin A2	1569297.164	2904282.687	15135933.33	8165344.383	278359.3501	745718.6995	1135322.348	455599.0703
Sebacic acid	7233895.93	2988513.865	15103660.29	3897119.672	3024772.839	1729224.826	1649953.614	1282222.042
Adrenic acid	300660234.4	263572741.6	161127237.5	589312446.5	14161502.97	49532027.54	6844913.363	34687969.57
Jasmone	18601630.97	4821067.126	36070022.42	13323295.09	10445451.27	6035957.665	7687883.786	5320045.554
"6-methylimidazo[2,1-b][1,3]thiazole-5-carbohydrazide"	74269977.43	6937093.947	50796043.58	21800211.46	80453810.56	110728877.7	27463568.76	18154469.26
Adenosine	51523253.22	12825059.77	119325419.5	55476797.4	1483441.003	1831035.134	615344824.3	4181376.824
Ala-Val	2671036.074	10121175.9	1249834.7	418852.4928	121935.3656	86891.38911	420013.6572	321973.4245
"1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one"	11485288.7	5942898.345	19247321.06	31963629.04	7789930.354	8191128.149	3561582.114	4537035.213
Gly-Tyr	13278937.16	20181420.31	9366849.805	2872289.013	2014611.824	850389.5132	5200788.532	2748157.549
Peimine	19138696.09	3617400.11	35614410.88	8647684.854	1811135.182	1816379.377	1322264.475	1354242.473
Chenodeoxycholic Acid	955730.7054	376770.5055	966159.9082	558446.8745	3461811.287	189303.2383	530750.8561	15884705.72
Benzoic acid	141985574.8	72588443.86	173699078.7	240219481.4	23676101.83	17483600.93	29828491.73	72510842.09
"1,3-Dimethyluracil"	6819208.089	3185081.245	35270417.69	9433762.577	8140819.021	17898738.27	2246725.266	5081228.742
"4,4'-dimethoxy[1,1'-biphenyl]-2-carbonitrile"	27131466.7	19956321.08	5284617.43	2425336.336	735043.3002	458752.798	747014.85	492359.6502
"2-cyano-3-(3,4-dimethoxyphenyl)acrylic acid"	2778657.809	1391268.367	4731653.024	5051026.448	3031905.581	3307131.72	32808395.38	1557939.911
N6-Isopentenyladenosine	11770970.84	3699934.674	2838636.23	4292111.686	535654.5522	607672.1994	32746455.62	615213.2219
Hydrocortisone acetate	305020.0756	1567861.066	748198.241	222992.1779	161043.3893	1209217.965	11664702.04	705525.9992
"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one"	8861795.876	8909629.702	9177736.794	13972460.73	425895166.5	519058125.4	47518572.67	10382933.7
Xanthosine	121969339.6	167874097	25587646.05	174481240.9	1631456.313	2162448.119	12815155.02	2420549.743
Pyroglutamic acid	593281837.4	367259132.5	325261783.2	391662550.6	33146927.44	29357067.82	71994643.74	58742985.87
"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol"	25943481.24	6908036.938	30181734.54	14030144.52	7995649.563	27862998.03	2455008.99	2790424.335
"3-ethyl-4-hydroxy-1-methyl-1,2-dihydroquinolin-2-one"	9362815.826	1394677.809	34745107.23	6726671.743	2757353.524	6198592.598	4014342.312	2972409.289
C-8 Ceramide-1-phosphate	300248523.1	366353558.4	97011794.81	85882177.91	2322682.263	12953794.5	1567940.034	2355808.909
Ursolic acid	24989860.69	2903499.187	7458788.829	16358572.56	26121413.62	1558591.845	3838721.887	34363297.13
Cytidine	27268227.61	12748452.28	23251625.76	30728095.85	25686222.01	24631277.3	15205192.15	5092402.265
Ureidoisobutyric Acid	593281837.4	360681212.7	322917076.3	391662550.6	29470873.97	26095054.71	54803256.84	58169740.9
17-AAG	25544954.97	7695360.521	34191328.54	25951499.16	245093.4905	221863.1002	157875.8364	212584.4616
N-Acetyl-L-glutamic acid	11950203.44	3228452.224	12700025.78	21149720.01	16710197.56	4376543.924	19431058.63	2518507.317
PC (18:0/18:1)	5169685.851	4736634.111	24478970.92	5225948.581	3222347.505	19096596.64	16374114	39496919.93
Lactobionic acid	1563698.947	165251084.9	3991397.024	1653924.543	1543092.827	3231090.574	13756022.84	2894489.027
ACar 10:1	735306.1256	705435.7817	818623.3975	788220.0116	2801580.596	27185682.37	16692989.27	658935.6053
L-beta-Imidazolelactic acid	1563698.947	165251084.9	3991397.024	1748344.161	1631185.258	3415547.802	13756022.84	2894489.027
LPE 20:4	292923318.9	355783975.8	33469705.54	29017573.13	1735921.838	1923439.151	1425672.594	1801740.249
Tetrahydropiperine	10167325.86	6132132.865	7216803.694	5630887.415	7099316.687	1208928.389	31643382.45	16398554.12
Docosapentaenoic acid	94895034.41	131312567.5	135128528.8	558383958.5	8298151.055	18610902.63	8079889.31	20997282.88
"N2-(2,4-dimethylphenyl)-1,3-benzothiazol-2-amine"	23191597.01	5808552.441	33806019.29	10803481.46	2592523.749	3620557.419	2352112.059	1195239.442
"N,N'-di[4-(2,6-dimethylmorpholino)phenyl]thiourea"	1827385.465	1870513.444	1146855.764	1267661.209	12094980.68	14274828.19	17016411.82	7128954.927
4-amino-2-(dibenzylamino)-5-pyrimidinecarbonitrile	36786062.85	5553644.029	33731750.98	19841250.49	3198814.707	1968422.915	12391500.47	7829360.475
3-Hydroxy-3-methylglutaric acid	5984375.955	4050404.478	14493836.4	9579678.166	24980423.34	103966821.3	41027029.63	13440343.74
"diethyl 3-amino-6-methylthieno[2,3-b]pyridine-2,5-dicarboxylate"	18102370.5	4850539.011	33693447.21	18338405.17	1905914.208	534237.6558	1379171.66	2004216.69
6-Pentyl-2H-pyran-2-one	18822026.37	7531809.279	24526576.49	16929166.89	27456773.2	12938755.03	15569432.87	12250399.21
Bavachin	705667316.2	10309847.57	13374766.76	5242940.29	2312318.89	587932.7127	2842375.236	1436843.523
Elaidic acid	5922166041	9757039395	1929693807	2788344409	998726362.9	686820336.6	2309686169	2267949200
11-deoxy Corticosterone	1005263.706	562390.7461	1675485.882	659397.3706	446431.3089	438525.2984	191636887.1	451229.1902
4-Aminobenzoic acid	14306144.87	8486933.069	25500455.6	14845531.15	31065099.75	10002897.37	31097347.36	12466335.8
JNJ-1661010	8249103.507	7022862.561	33299811.66	19523101.13	3194979.734	8479126.071	10181231.18	4425522.769
Riboflavin-5-phosphate	15323329.16	18813990.09	2087465.151	4378147.773	1987976.228	1760902.291	703653.2546	673450.126
EPK	4640482.431	18731026.51	10535397.47	2239335.981	5605965.023	1380293.601	10724410.85	5727604.077
PC (18:5e/6:0)	13583965.03	18723181.83	1481251.339	707182.6655	1072631.686	714072.9271	682912.3775	712978.9632
4-Hydroxy-6-methyl-2-pyrone	669088.3861	417389.8324	1576775.456	600944.6344	11345774.37	5372321.184	6642134.241	3109901.571
Ligustilide	8313951.853	3293170.193	32979962.41	16498238.99	4610265.029	2818089.027	3840043.551	2477167.602
Indole-3-acetaldehyde	24321404.89	14178575.52	15063907.01	58241046.52	145127958.6	40404048.94	184097109.3	90845652.24
Deoxycorticosterone 21-glucoside	7443048.062	1197351.349	119248025.9	7962256.809	85601485.37	292591992.9	3952095412	199647432.1
"1,3-dipyridin-3-ylpropane-1,3-dione"	8968602.655	3773600.329	32508172.91	13135241.05	987916.9059	1017824.897	574533.7478	1179162.866
(2E)-3-phenyl-N-(2-phenylethyl)prop-2-enamide	4614324.269	1535580.058	5052980.295	28883691.97	5951789.671	4867455.744	3198934.569	2090355.562
D-(+)-Maltose	6305875.961	11278298.44	58136896.33	9634506.593	193712010.8	16800280.35	549606201.2	213913499.2
Ecliptasaponin A	34926535.53	13182100.2	229037343.3	58558251.34	405365737.2	93635309.5	448399952.5	3134020178
ethyl 4-[(6-methyl-3-pyridazinyl)oxy]benzoate	36918633.74	8626582.102	23649171.38	7839693.368	2697477.53	1162755.482	824096.0494	1029552.685
"4-{3-[(3,4-dihydroxyphenyl)methyl]-2-methylbutyl}benzene-1,2-diol"	20016374.38	5768359.734	32334435.99	8935714.624	1384904.346	657295.8893	2096468.398	3292744.854
Linoleoyl Ethanolamide	26237082.17	14207464.62	20641949.35	28733063.24	13578511.37	9531645.5	13422374.27	17628524.37
"5(S),15(S)-DiHETE"	10736271.5	8936162.131	6712425.387	7328109.592	455665.158	532543.6055	845621.6318	1754584.265
Maltopentaose	1470202.446	976801.7408	1145736.149	1042075.152	5449510.647	1792278.487	30009142.22	25496586.84
15(R)-15-Methyl prostaglandin A2	36706046.91	3733895.508	12840729.11	8371863.842	2723633.762	6148767.199	2384255.856	1865884.981
5α-Dihydrotestosterone	4658711.124	2087525.247	2930683.543	1416413.604	7787131.611	4015619.208	8142554.898	5798082.226
Lysopc 18:2	33908598.72	18067416.7	15277965.12	3241313.637	2078735.013	1414814.34	2465546.542	693233.8459
(±)9(10)-EpOME	2254948.408	1687057.7	11190519.56	4715002.111	1224374.375	533358.1766	2038884.299	1338998.06
"(2S)-4-Oxo-2-phenyl-3,4-dihydro-2H-chromen-7-yl beta-D-glucopyranoside"	633895.7265	263622.9412	1444998.202	403959.3929	1011606.182	450842.1224	10457592.51	1315629.036
Cyclohexylsulfamate	1055036.832	576185.5129	1056116.477	680704.8455	4827831.291	25420022.91	935655.2835	739667.7862
L-Tyrosine	5575883953	4613721863	5838474191	4214733612	364409695.8	74203684	1105842822	347861626.6
4-Butylresorcinol	11382684.24	2592793.639	31742520.72	13388620.86	3186707.204	2009004.207	1684460.154	3625051.313
L-Ornithine	139134678.3	51336905.18	189062700.3	216835286.6	10093525.76	4146345.845	35956603.02	30512713.69
Levalbuterol	622949.6176	508871.1506	2441083.25	662590.4701	660035.3979	1115892.106	29497297.26	5139048.246
5-Methylcytosine	14240084.21	5389512.262	19720211.96	11163486.07	16734127.76	18671096.74	5108254.18	14318093.49
Estradiol	11829195.01	5719417.183	20403134.31	20120612.47	18844279.02	13181141.51	21460450.36	17186727.13
Tetrahydroaldosterone	3403676.161	3255640.69	10889263.81	1956057.902	7971603.546	624306.5912	10354081.16	10312411.59
Hecogenin	1869583.871	2848647.474	5473023.726	2255598.559	29692603.67	14000272.91	29344345.61	21664924.15
LPE 15:1	3444893.779	1575221.854	31398897.3	1488918.724	1140130.534	584733.398	788317.4251	743187.907
Adenosine 5'-monophosphate	32366794.38	17746756.38	9441508.709	5331321.391	580603.1392	359386.411	466068.2335	346223.1032
"5-(6-hydroxy-6-methyloctyl)-2,5-dihydrofuran-2-one"	12894950.49	2901963.694	8918966.014	4082751.499	5042425.159	3591623.304	4297742.474	3253842.624
Desthiobiotin	48884231.64	127638593	95100593.3	33751498.84	281680928	458732202.6	75748968.65	63318048.82
"(6E,10E)-3,7,11,15-tetramethylhexadeca-1,6,10,14-tetraene-3,5,9-triol"	400521.5806	423569.7247	553092.5996	322359.3342	633917.1862	751331.6056	4158606.06	970746.741
"N6,N6,N6-Trimethyl-L-lysine"	34239346.73	29991077.86	57555984.63	96930097.03	471727130.7	458269178.2	121271826.8	38774908.37
3-Phenyllactic acid	329257918.9	141053980.8	283270238.6	554692049.3	699693122.3	346699416.6	731808187.3	122571664
Genistein	25742797.49	27052413.78	72202895.15	52270156.14	545690075.7	413684647.5	3843352187	359053127
Xanthurenic acid	5200202.475	2134197.217	26023714.23	27764746.03	28336631.75	12782793.87	5179458.712	6795604.661
3-hydroxy-2-octylpentanedioic acid	14088257.8	5678846.676	17514084.23	14020883.88	27711032.11	16427730.5	6576828.312	8062477.351
4-Acetamidobutyric Acid	652864767.8	79210851.88	306565961	170567706.6	50338316.79	162716238.6	18188193.36	151932175.9
Uridine monophosphate (UMP)	9310162.51	8603933.511	695372.8664	4794748.759	3609800.383	5407650.005	278885.8437	943852.7152
Prostaglandin F2alpha	3560006.959	1536518.78	3816262.215	1808072.716	1351407.641	924895.0539	4370633.942	1596294.482
Menaquinone	1484666.648	17487037.98	508264.5754	446021.5561	964174.7678	169391.2802	315961.4564	659753.9961
3-Methyl-2-oxobutanoic acid	135415202.7	49875928.45	225233230.7	207841780.4	13686013.04	8093522.511	6174953.013	20627658.4
D-(-)-Arabinose	22043438.32	9546789.589	36370367.28	35760116.77	65900065.8	76687141.15	63053489.39	30420641.87
Phosphocholine	143607529.9	322082629	3036401.766	3764158.873	1457522.771	1366067.686	708057.7055	597988.0332
4-Methoxycinnamaldehyde	11590774.25	4265832.076	30815414.94	12522113.24	9755410.097	10074931.63	5407905.757	4726123.346
PC (14:1e/2:0)	179014482.2	320274389.2	33493596.96	14829799.18	7459657.789	43735262.27	7541279.831	2085118.271
OxPC (16:0-18:1+1O(1Cyc))	3371358.872	8522603.245	381467.782	751467.1003	99245.53441	60300.38137	150275.3633	69157.15848
Monolaurin	31337319.86	2271388.04	30633485.69	8742724.676	1689478.984	927999.384	5494616.041	1459290.785
2-Methoxyestradiol (2-MeOE2)	27214574.33	9776986.778	30622271.99	12816628.71	7029057.8	5486417.687	24623811.32	4238259.634
MGMG (18:2)	385993.2312	2244539.79	6256866.557	273522.5484	10426557.22	438824.5224	42041993.77	4045717.326
5-oxo-1-[4-(trifluoromethyl)benzyl]pyrrolidine-3-carboxylic acid	618867.8197	531810.3725	685486.9966	679947.1168	782486.7903	784752.5036	708703.5099	1057299.968
"10b-methyl-1,5,6,10b-tetrahydroimidazo[2,1-a]isoquinolin-2(3H)-one"	22974649.01	5543709.022	30436324.05	9326950.284	686601.2404	669434.1024	1037084.728	666362.6879
Vitamin A	4272828.658	1637090.443	5472589.501	3181549.854	12884115.25	2594939.398	3548839.235	35259995.52
Adipic acid	8261203.829	9187337.853	191721752.3	103315813.8	36470287.42	95144760.04	13288704.7	8029176.301
"13,14-dihydro-15-keto-tetranor Prostaglandin D2"	1555932.864	1349016.122	12504241.99	6559354.227	2390939.493	546711.7402	1727827.237	1929723.667
LSD-d3	8380568.361	7019704.376	6291554.76	6065154.475	22227756.48	10341739.15	27520906.26	35207386.5
"NG,NG-Dimethyl-L-arginine"	18700657.8	1434237.813	9578650.034	26975926.83	8184746.524	3619284.572	11908266.43	1208927.113
L-Argininosuccinate	5253790.569	3488678.209	1054017.239	1071287.822	612956.264	2827803.422	8859851.112	1415814.977
Deoxyribose 5-Phosphate	11175023.93	8352395.091	1272761.333	1548707.14	1039244.274	360487.985	759241.1168	535311.9658
Creatine	5806539664	4397095391	2216704268	3147215116	7140204321	5711763713	1902078728	990136040.5
Pantetheine	691634.4873	432528.6042	332006.8525	235434.1259	326096.4779	2039739.308	401474.9732	242866.612
DL-Norvaline	395249125	259154738	352726635.7	269093888.5	54526488.34	28477939.29	78479786.2	72158324.2
"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine"	7377594.712	16630299.09	26648264.6	26652319.96	5946387.839	938284.7776	1635915.136	896885.4713
Alisol C 23-acetate	14925025.61	2414383.547	29835720.94	7768626.431	681967.9487	211806.9401	288939.643	855838.2335
"4-hydroxy-5,8-dimethylquinoline-3-carboxylic acid"	18755617	4293851.607	29732783.25	5983005.004	666001.9496	598606.4205	535547.4147	471384.6941
(±)10(11)-EpDPA	1233049.738	1391095.999	9982163.982	11447379.14	970147.9232	480724.423	560745.3657	2007200.197
LPC 20:5	5445033.603	8152437.252	1599658.635	1384908.842	118672.8647	94624.2554	172556.4058	152592.414
Phenylacetaldehyde	315155517.1	138609173.2	239079025.5	506031629.9	717640053	600309586.7	726478115.9	115211643.6
H-Gly-Pro-OH	13086311.32	5694750.884	10768659.09	10998143.81	933235.2789	803432.8844	1499683.918	1673131.03
2'-Deoxyguanosine	3529959.456	1071111.533	29388112.88	1473065.846	293030.8377	189904.8954	13028813.93	511983.0181
N-Acetylaspartic acid	88510152.78	24216015.74	30245140.27	16769852	15575379.02	6333966.77	166454057.6	17538198.19
LPC 14:1	9488242.29	16616382.06	3398636.177	6324355.053	1628044.128	944180.3365	882607.9108	1715599.328
L-Tryptophan	96762596.96	140609203	64508113.77	96065599.89	11462797.98	1148459.838	27586433.69	15117557.86
"8,8-dimethyl-2H,8H-pyrano[3,2-g]chromen-2-one"	2653663.522	1347607.562	3144844.319	2253520.741	4028605.087	2186653.5	2920951.619	10120205.84
LPE 16:1	12388825.48	8550470.006	5550011.662	3916759.086	1957863.998	6013626.604	27152273.7	7555641.096
Methyl hexadecanoate	24106304.62	23128366.32	23897984.05	9269745.168	172183711.3	29957438.92	117082113.1	186463279.7
N-(5-acetamidopentyl)acetamide	7900302.463	1527655.276	29084452.65	11938891.28	5664596.356	6746384.446	4947198.265	2263439.076
LPE 19:0	3010660.039	7970798.485	7797245.963	2197063.538	189494.1813	297150.22	303600.7934	321018.0339
"N-(2,5-diethoxy-4-morpholinophenyl)-4-methoxybenzenesulfonamide"	246370.8719	112203.9932	422076.5256	171396.5959	1980886.508	880578.1286	6160139.638	9514858.03
N-lactoyl-phenylalanine	6264349.206	7260877.011	1451953.271	6227909.147	11266331.66	15298795.64	1905180.418	458852.9762
2-Arachidonyl Glycerol ether	1376200.78	1115766.207	1994182.725	1271691.476	2331836.719	1108452.25	7213232.03	12521434.68
Liquiritigenin	8788310.387	6619892.217	13374769.93	3752370.112	203558252.8	45716382.47	65243751.61	153681629.5
Prostaglandin J2	513493.6432	7789051.088	379964.8102	290075.0329	489572.1874	327810.2905	706259.27	601429.5095
N-(5-Aminopentyl)acetamide	113696184	28837794.69	81855280.8	116019929.4	12405767.68	7766614.709	48283173.9	33259056.59
LPG 15:0	7944757.922	2990410.539	11181314.23	10920192.25	1921478.681	649975.2987	1571379.355	414046.171
Undecanedioic acid	4294622.38	2867503.659	27794120.81	6197115.449	37869918.6	20971517.41	21963308.98	17144026.77
L-Anserine	2308654.422	4183678.572	1837647	1549184.357	2270542.136	3951406.38	9192380.848	832419.9925
Glycocholic acid	508777.9194	7704265.377	1304045.335	1365119.996	6801361.912	2223197.743	360292.7721	5865356.359
PG (23:0/16:1)	6143486.9	7702474.605	2242672.435	1183603.759	97773.74699	1186874.681	6061824.839	2116316.292
Adiphenine	2962723.456	1443010.923	3206758.248	1630125.62	5608875.261	6506516.419	15297465.08	2234534.194
D-α-Hydroxyglutaric acid	42483418.36	31822533.67	170654882.6	161039715	165497016.7	1189453359	478134127.7	59514514.26
Arachidonic acid	8677570948	9392496061	5544037710	10758389092	419788061.4	1035544924	348832015	941876322.9
MAG (18:2)	638002176.1	753264.5765	567785479.6	4301204768	9787567781	5854121928	3512282918	10388942857
PC (16:1e/4:0)	32080855.77	15918875.5	8088193.734	2534060.642	205649.2059	427745.8706	327639.1049	157842.0411
Astilbin	440579.9511	243049.5454	430067.6306	220208.4207	325164.903	267223.0811	324799.5518	412884.6664
2'-O-Methylguanosine	12262046.29	8626993.143	9250352.268	25046005.16	3601238.88	760506.4473	4916359.241	1148445.232
DL-Tryptophan	96477777.18	136099894.6	63704251.82	94785909.6	11521208.79	1256934.286	27539351.66	15151251.32
LysoPC 12:1	9041031.579	2211312.324	27903249.63	5676332.956	2319549.984	2446218.277	2998734.257	6142469.501
Gluconolactone	82607720.74	28956154.99	93501172.58	67656091.33	22210093.94	67071305.37	51619237.55	37729755.01
L-Dihydroorotic Acid	12205377.91	3254182.295	895298.4799	5605359.55	629211.7796	324007.6688	562651.3636	540490.3264
Anacardic acid	1488995.309	859970.1934	3083409.236	4483949.874	1128832.319	1295299.135	476944613	1512471.437
2'-Deoxyuridine 5'-monophosphate	7971378.841	7536131.945	7985011.137	7210920.204	1767632.394	1877984.568	1878574.709	957641.8063
L-(-)-alpha-Amino-epsilon-Caprolactam	3201232.566	1739187.684	5087544.336	2314393.704	8652380.152	21944794.08	2883625.433	1166390.785
Bisphenol A	7554120.851	1967588.623	18263421.52	4752887.344	17202880.72	14173980.77	6548252.396	2791664.916
Avocadyne 1-acetate	3259706.307	2235609.58	3016119.782	2070761.65	6276787.849	1987062.734	4650596.715	2259944.346
PC (18:5e/2:0)	24082261.1	15492217.64	4803385.627	6810071.76	336869.0547	107280.2546	222880.7122	311871.4977
Gamabufotalin	1692813.245	954695.1617	3566838.347	2471193.24	4215814.084	532243.2949	25506629.09	24071915.57
methyl 5-{[2-(ethoxycarbonyl)-3-oxohex-1-enyl]amino}-2-furoate	12314134.56	6071812.827	29386832.62	7874089.867	33043770.45	47552499.42	10464798.33	64867678.38
GLK	20106334.41	11388718.25	27274008.12	13403227.23	4721439.332	7046184.976	7658352.379	9119623.59
L-Cysteine-glutathione gisulfide	246513731.9	286117066.5	5528201.519	5344221.221	4620511.956	2922603.156	3494773.988	3213471.128
FRH	30986776.48	12508530.97	9723494.399	4061118.381	698364.6149	1401624.537	1346694.621	1116981.037
Lactitol	3248967.499	1291517.387	10054756.71	10348956.29	335914.5447	207659.4333	1387306.007	666630.6935
"N~5~-(1,3,5-trimethyl-1H-pyrazol-4-yl)-1H-1,2,4-triazole-3,5-diamine"	1278688.988	722216.81	1426018.519	1383762.963	1321747.914	3182828.731	14569702.79	31366423.93
3-Coumaric acid	215579843.8	59178594.02	194075722.1	94243842.67	7484210.214	1931802.905	7409297.376	13433696.86
Pro-Leu	6722833.616	4681618.583	20169012.3	7994753.192	17941414.87	26837334.54	469444227.7	6428169.809
Paeonol	5658930.564	1537270.442	26320182.05	15758308.17	6697681.433	4719739.538	25176969.7	23466347.81
Sulforaphene	3181774.336	2845455.048	89142460.76	1315317.218	338473292.8	109681101.3	11229314.84	20531837.53
TNK	4663411.896	3042073.942	6938008.948	24082343.51	1173680.252	1509577.344	1606211.874	865892.9446
D-Alanyl-D-alanine	1365250.914	1108894.786	562661.6962	420387.9885	500662.5172	81464.88137	1924393.711	1080150.414
6-(3-hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one	4739782.706	3287478.236	20932662.08	9208705.117	36022073.84	15281531.4	15613671.31	14502782.11
Homoarginine	15204654.39	15214980.36	3571361.565	6450954.105	1360174.111	1608931.818	581076.5055	1374589.062
"5-acetyl-2,6-dimethyl-1,2,3,4-tetrahydropyridin-4-one"	4520315.32	2002023.594	14314416.31	6779073.622	6833790.871	21455343.88	2265231.967	2374756.539
PC (18:2e/18:0)	1581123.692	1710986.56	26778932.68	1359734.328	1397585.222	11526016.81	12327425.08	14375208.89
LPE 16:0	751909570.9	1781714224	377050489	153712898.9	121661864.1	115384584.7	138444234.8	81131106.92
Vitamin D2	24443342.25	4843795.604	26671883.21	20159790.29	16427426.93	2520589.789	4779287.873	21968682.38
Glycolithocholic acid	612086.9738	3974024.263	2209059.803	2433608.664	3065587.409	2471911.517	24832613.51	698818.9746
Deoxycytidine	8659051.006	2210539.651	9237657.673	4431430.143	7078410.836	15850053.88	3839907.61	3652486.492
HKK	18756308.22	3916418.418	26522653.41	7247122.235	1098655.094	1684279.752	871883.7662	632808.9859
4-Oxoproline	62501393.89	36516265.4	75618657.78	34516617.04	66625114.93	75750898.13	13127588.72	53729013.15
"3-methyl-4-[2-(2-methylphenyl)hydrazono]-4,5-dihydro-1H-pyrazol-5-one"	49123004.62	25554308.24	194805129.7	37889914.74	27107895.28	13974235.81	8713035.902	24893447.81
"7-methoxy-1-methyl-3H,4H,9H-pyrido[3,4-b]indole"	1077505.308	745909.9413	1109578.584	1717875.561	4202408.862	21034616.35	1103040.163	937783.0724
"N-(3-cyano-2-thienyl)-2,3-dihydro-1-benzofuran-5-carboxamide"	5957016.196	1007534.68	10575442.31	2329287.585	458335.3831	1402355.521	819881.1283	405341.537
"N1-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-2,2-dimethylpropanamide"	13448494.57	2694020.387	26283338.61	10294436.6	1916727.337	1870261.827	2663109.039	1246037.508
